date,open,close,high,low,volume
2005-04-06,5.69,5.849,5.912,5.69,11683.58
2005-04-08,5.838,5.809,5.963,5.729,21913.93
2005-04-11,5.785,5.66,5.801,5.586,15537.4
2005-04-12,5.623,5.7,5.719,5.467,3761.85
2005-04-13,5.711,5.857,5.915,5.69,6903.77
2005-04-14,5.857,5.759,5.857,5.676,2127.89
2005-04-15,5.546,5.719,5.782,5.546,3521.27
2005-04-18,5.629,5.692,5.756,5.629,2632.81
2005-04-19,5.74,5.756,5.782,5.597,2152.44
2005-04-20,5.743,5.798,5.804,5.647,3292.99
2005-04-21,5.809,6.281,6.379,5.737,25188.54
2005-04-22,6.212,6.31,6.419,6.154,5671.22
2005-04-25,6.363,6.302,6.44,6.209,5069.07
2005-04-26,6.302,6.554,6.631,6.255,9531.55
2005-04-27,6.538,6.448,6.631,6.363,6808.67
2005-04-28,6.313,6.406,6.44,6.236,7858.77
2005-04-29,6.366,6.369,6.541,6.342,9383.26
2005-05-09,6.353,6.392,6.488,6.154,4438.66
2005-05-10,6.339,6.249,6.353,5.968,8544.34
2005-05-11,6.196,6.04,6.233,5.995,4154.58
2005-05-12,5.992,5.79,6.021,5.727,14657.69
2005-05-13,5.756,5.889,5.934,5.7,2700.38
2005-05-16,5.862,6.18,6.337,5.835,5074.77
2005-05-17,6.127,6.201,6.233,6.061,2826.57
2005-05-18,6.167,5.915,6.252,5.809,13738.25
2005-05-19,5.889,5.881,5.902,5.788,1687.58
2005-05-20,5.835,5.936,6.034,5.798,1675.09
2005-05-23,5.931,5.698,5.931,5.573,4133.35
2005-05-24,5.671,5.782,5.889,5.65,3657.05
2005-05-25,5.719,5.862,5.942,5.65,2798.94
2005-05-26,5.777,5.676,5.883,5.57,3965.08
2005-05-27,5.676,5.469,5.676,5.411,5463.33
2005-05-30,5.416,5.568,5.57,5.308,4989.05
2005-05-31,5.541,5.597,5.782,5.504,3432.11
2005-06-01,5.57,5.957,6.048,5.52,2437.82
2005-06-02,5.703,5.361,5.703,5.361,10222.4
2005-06-03,5.398,5.416,5.438,5.013,44972.95
2005-06-06,5.305,5.804,5.883,5.278,3697.17
2005-06-07,5.826,5.966,6.257,5.823,7554.77
2005-06-08,5.904,6.561,6.561,5.904,14421.14
2005-06-09,6.632,6.613,6.891,6.431,8945.3
2005-06-10,6.626,6.393,6.626,6.292,2637.06
2005-06-13,6.308,6.373,6.406,6.308,2925.34
2005-06-14,6.376,6.089,6.376,6.069,10477.5
2005-06-15,6.082,5.856,6.082,5.778,5889.64
2005-06-16,5.823,5.956,6.063,5.759,1389.02
2005-06-17,5.956,5.742,5.959,5.661,3907.16
2005-06-20,5.726,5.5,5.888,5.438,57610.52
2005-06-22,5.37,5.917,5.936,5.115,39489.24
2005-06-23,5.849,5.788,6.011,5.765,11893.96
2005-06-24,5.603,5.762,5.82,5.597,14570.2
2005-06-27,5.788,5.878,5.953,5.729,15692.13
2005-06-28,5.869,5.859,5.885,5.668,5846.42
2005-06-29,5.856,5.804,5.862,5.726,6288.59
2005-06-30,5.746,5.762,5.801,5.661,4382.57
2005-07-01,5.674,5.668,5.746,5.597,2697.5
2005-07-04,5.661,5.71,5.726,5.542,2585.5
2005-07-05,5.691,5.778,5.856,5.691,4748.08
2005-07-06,5.778,5.801,5.933,5.726,6439.3
2005-07-07,5.726,5.755,5.823,5.674,2883.8
2005-07-08,5.7,5.723,5.817,5.697,2283.03
2005-07-11,5.823,5.691,5.888,5.629,3596.1
2005-07-12,5.678,5.493,5.678,5.289,23407.44
2005-07-13,5.493,5.484,5.548,5.403,6704.75
2005-07-14,5.597,5.5,5.661,5.484,9834.63
2005-07-15,5.5,5.464,5.558,5.364,6792.5
2005-07-18,5.386,5.451,5.5,5.386,948.5
2005-07-19,5.496,5.464,5.496,5.419,2016.42
2005-07-20,5.484,5.564,5.564,5.429,6196.81
2005-07-21,5.584,5.629,5.642,5.542,1889.21
2005-07-22,5.655,5.681,5.839,5.548,9014.19
2005-07-25,5.681,6.008,6.069,5.603,12593.01
2005-07-26,6.008,6.008,6.176,5.953,10821.17
2005-07-27,6.001,6.114,6.147,5.953,4580.78
2005-07-28,6.163,6.072,6.308,6.04,6214.98
2005-07-29,6.082,5.901,6.131,5.823,5698.67
2005-08-01,5.888,5.979,6.008,5.888,3955.84
2005-08-02,6.008,6.021,6.082,5.979,3653.62
2005-08-03,6.098,5.985,6.098,5.881,9774.56
2005-08-04,5.979,5.911,5.979,5.872,5171.99
2005-08-05,5.894,6.021,6.043,5.894,10216.42
2005-08-08,6.021,5.823,6.082,5.791,16240.2
2005-08-09,5.823,5.665,5.856,5.5,27151.93
2005-08-10,5.694,5.661,5.7,5.561,11248.34
2005-08-11,5.694,5.794,5.865,5.661,35683.95
2005-08-12,5.823,5.807,5.979,5.791,19470.59
2005-08-15,5.794,5.826,5.856,5.603,15365.22
2005-08-16,5.82,5.894,5.956,5.82,19994.86
2005-08-17,5.823,5.888,5.953,5.736,8136.2
2005-08-18,5.759,5.707,5.888,5.697,18445.05
2005-08-19,5.694,5.71,5.817,5.613,12763.61
2005-08-22,5.704,5.768,5.775,5.671,2590.69
2005-08-23,5.771,5.691,5.794,5.687,2093.89
2005-08-24,5.694,5.788,5.804,5.691,5275.95
2005-08-25,5.791,5.716,5.791,5.694,6582.0
2005-08-26,5.7,5.762,5.804,5.684,5603.65
2005-08-29,5.791,5.771,5.804,5.7,1570.89
2005-08-30,5.768,5.856,5.885,5.716,4904.69
2005-08-31,5.881,6.095,6.134,5.823,22747.96
2005-09-01,6.05,6.066,6.221,6.046,15139.28
2005-09-02,6.082,6.114,6.202,6.034,11505.07
2005-09-05,6.134,6.021,6.134,5.962,4005.07
2005-09-06,5.975,5.901,6.066,5.846,10255.17
2005-09-07,5.911,6.127,6.131,5.859,11992.69
2005-09-08,6.137,6.308,6.47,6.134,22446.96
2005-09-09,6.341,6.341,6.412,6.244,9159.75
2005-09-12,6.341,6.448,6.49,6.292,17498.33
2005-09-13,6.467,6.622,6.668,6.467,22828.79
2005-09-14,6.622,6.629,6.82,6.596,12965.02
2005-09-15,6.635,6.561,6.664,6.389,6186.01
2005-09-16,6.548,6.522,6.6,6.461,2402.62
2005-09-19,6.48,6.519,6.626,6.406,6655.16
2005-09-20,6.496,6.47,6.587,6.422,4886.07
2005-09-21,6.444,6.276,6.528,6.26,6681.39
2005-09-22,6.244,6.163,6.341,6.114,6252.94
2005-09-23,6.147,6.396,6.406,6.124,5026.87
2005-09-26,6.373,6.373,6.438,6.308,3267.21
2005-09-27,6.373,6.535,6.541,6.312,13885.73
2005-09-28,6.528,6.47,6.583,6.422,13932.32
2005-09-29,6.519,6.535,6.561,6.373,4402.16
2005-09-30,6.535,6.493,6.583,6.467,2695.11
2005-10-10,6.467,6.367,6.47,6.341,1187.3
2005-10-11,6.341,6.431,6.438,6.286,2556.35
2005-10-12,6.393,6.389,6.431,6.315,6675.16
2005-10-13,6.347,6.37,6.496,6.312,8743.77
2005-10-14,6.347,6.473,6.616,6.347,9900.13
2005-10-17,6.48,6.461,6.648,6.147,7657.0
2005-10-18,6.396,6.331,6.496,6.279,17196.51
2005-10-19,6.308,6.315,6.406,6.308,4383.91
2005-10-20,6.315,6.503,6.535,6.292,5485.7
2005-10-21,6.506,6.512,6.567,6.47,1915.3
2005-10-24,6.535,6.7,6.745,6.506,4283.63
2005-10-25,6.794,6.697,6.813,6.681,4968.93
2005-10-26,6.729,6.567,6.745,6.503,5176.87
2005-10-27,6.522,6.47,6.522,6.315,10085.71
2005-10-28,6.438,6.373,6.438,6.283,5086.03
2005-10-31,6.36,6.438,6.522,6.341,3763.32
2005-11-01,6.503,6.305,6.503,6.211,4007.06
2005-11-02,6.244,6.373,6.406,6.182,2755.58
2005-11-03,6.279,6.383,6.406,6.279,639.28
2005-11-04,6.38,6.351,6.38,6.289,355.7
2005-11-07,6.292,6.296,6.36,6.069,6228.09
2005-11-08,6.27,6.296,6.308,6.179,1301.17
2005-11-09,6.218,6.341,6.341,6.215,1097.8
2005-11-10,6.334,6.334,6.341,6.244,2167.72
2005-11-11,6.331,6.276,6.334,6.179,1033.79
2005-11-14,6.244,6.017,6.244,5.985,4355.3
2005-11-15,5.985,6.043,6.079,5.953,3527.76
2005-11-16,6.017,5.995,6.017,5.852,976.51
2005-11-17,5.891,5.83,5.975,5.742,9237.97
2005-11-18,5.759,5.891,5.985,5.759,2129.49
2005-11-21,5.907,5.975,5.979,5.907,3213.14
2005-11-22,6.014,6.004,6.066,5.953,4640.63
2005-11-23,5.907,6.118,6.147,5.907,3094.55
2005-11-24,6.082,6.131,6.195,6.082,8362.19
2005-11-25,6.147,6.134,6.153,5.92,5097.0
2005-11-29,6.066,6.072,6.124,5.985,10134.12
2005-11-30,6.017,6.001,6.017,5.93,8408.0
2005-12-01,5.998,6.046,6.046,5.972,4761.4
2005-12-02,6.05,6.056,6.114,5.995,2201.03
2005-12-05,6.066,6.276,6.312,5.93,18446.73
2005-12-06,6.27,6.131,6.308,6.082,13110.6
2005-12-07,6.127,6.218,6.228,6.043,1908.81
2005-12-08,6.208,6.15,6.208,6.095,8247.87
2005-12-09,6.192,6.137,6.192,6.105,1684.86
2005-12-12,6.131,6.017,6.131,5.946,13366.3
2005-12-13,6.001,5.985,6.001,5.953,2597.0
2005-12-14,5.94,6.147,6.163,5.936,1780.35
2005-12-15,6.163,6.079,6.163,6.034,2373.54
2005-12-16,6.072,6.082,6.111,5.988,5988.58
2005-12-19,6.108,6.195,6.276,6.066,13200.53
2005-12-20,6.192,6.308,6.338,6.192,6800.78
2005-12-21,6.312,6.467,6.548,6.312,9848.06
2005-12-22,6.47,6.448,6.47,6.373,5151.7
2005-12-23,6.448,6.525,6.567,6.448,4022.35
2005-12-26,6.528,6.587,6.626,6.528,3365.81
2005-12-27,6.567,6.583,6.616,6.47,4436.4
2005-12-28,6.596,6.632,6.664,6.451,6053.17
2005-12-29,6.626,6.681,6.697,6.538,4436.3
2005-12-30,6.69,6.697,6.71,6.593,16660.87
2006-01-04,6.69,6.493,6.69,6.406,8656.74
2006-01-05,6.493,6.554,6.6,6.467,8880.37
2006-01-06,6.503,6.784,7.176,6.47,9571.13
2006-01-09,6.758,6.752,6.794,6.583,10148.19
2006-01-10,6.671,6.758,6.787,6.638,5554.65
2006-01-11,6.755,6.677,6.755,6.6,3682.9
2006-01-12,6.687,6.82,6.855,6.632,6049.31
2006-01-13,6.826,6.758,6.949,6.671,2842.64
2006-01-16,6.755,6.693,6.761,6.684,7174.6
2006-01-17,6.745,6.664,6.745,6.583,5062.66
2006-01-18,6.664,6.655,6.713,6.561,4652.42
2006-01-19,6.671,6.661,6.697,6.561,8982.51
2006-01-20,6.658,6.58,6.658,6.438,3840.21
2006-01-23,6.535,6.409,6.535,6.341,5146.1
2006-01-24,6.409,6.425,6.461,6.289,8415.79
2006-01-25,6.461,6.438,6.535,6.389,10477.14
2006-02-06,6.435,6.493,6.528,6.435,8229.7
2006-02-07,6.519,6.794,6.858,6.47,11987.67
2006-02-08,6.778,6.664,6.839,6.661,11918.6
2006-02-09,6.664,6.603,6.774,6.503,12355.44
2006-02-10,6.603,6.829,6.836,6.603,16335.95
2006-02-13,6.829,7.505,7.512,6.829,51859.83
2006-02-14,7.522,7.538,7.628,7.408,13075.76
2006-02-15,7.57,7.628,7.687,7.425,14752.81
2006-02-16,7.619,7.444,7.619,7.376,7690.53
2006-02-17,7.389,7.311,7.473,7.253,8472.39
2006-02-20,7.467,7.463,7.729,7.34,11895.9
2006-02-21,7.489,7.593,7.603,7.389,2773.03
2006-02-22,7.577,7.444,7.603,7.428,5256.88
2006-02-23,7.434,7.279,7.441,7.243,7094.19
2006-02-24,7.324,7.295,7.467,7.269,11642.1
2006-02-27,7.295,7.748,7.923,7.295,12262.08
2006-02-28,7.67,7.855,7.861,7.57,6327.24
2006-03-01,7.907,8.023,8.068,7.823,11614.54
2006-03-02,8.017,8.0,8.405,7.988,15350.33
2006-03-03,7.975,8.01,8.169,7.878,7883.99
2006-03-06,7.991,8.059,8.12,7.958,3529.19
2006-03-07,8.023,7.768,8.143,7.732,8130.22
2006-03-08,7.732,7.635,7.955,7.57,11801.79
2006-03-09,7.667,7.845,7.949,7.622,6363.38
2006-03-10,7.865,7.92,8.0,7.797,4835.5
2006-03-13,7.92,8.02,8.12,7.874,4059.95
2006-03-14,8.081,8.285,8.366,7.603,8725.05
2006-03-15,8.282,8.311,8.427,8.25,12704.14
2006-03-16,8.308,8.337,8.421,8.23,4893.1
2006-03-17,8.34,8.347,8.379,8.282,2911.53
2006-03-20,8.35,8.347,8.363,8.217,1659.77
2006-03-21,8.256,8.382,8.508,8.256,14233.0
2006-03-22,8.385,8.673,8.702,8.33,18037.15
2006-03-23,8.696,8.654,8.732,8.479,4260.73
2006-03-24,8.635,8.867,9.117,8.573,13435.7
2006-04-10,9.754,9.754,9.754,9.754,970.23
2006-04-11,10.223,10.731,10.731,10.094,24642.89
2006-04-12,11.119,10.776,11.193,10.546,30645.13
2006-04-13,10.669,10.666,10.838,10.352,19638.21
2006-04-14,10.514,11.724,11.734,10.514,23435.32
2006-04-17,12.132,11.866,12.216,11.549,14970.24
2006-04-18,11.798,11.595,11.963,11.446,16381.65
2006-04-19,11.582,12.203,12.29,11.439,28670.22
2006-04-20,12.264,12.002,12.455,11.912,21812.84
2006-05-29,9.702,10.249,10.546,8.427,113372.85
2006-05-30,10.029,10.181,10.999,9.77,48672.17
2006-05-31,10.178,9.641,10.385,9.511,36207.21
2006-06-01,10.216,9.637,10.216,9.349,49768.91
2006-06-02,9.644,9.197,9.65,8.994,34736.11
2006-06-05,9.058,9.149,9.349,8.848,22301.47
2006-06-06,9.152,8.8,9.22,8.767,16372.67
2006-06-07,8.761,8.262,8.767,8.25,32867.77
2006-06-08,8.185,8.67,8.735,7.958,34641.35
2006-06-09,8.635,8.926,9.078,8.411,27052.45
2006-06-12,8.897,9.02,9.12,8.712,17348.9
2006-06-13,8.903,8.812,9.246,8.67,20152.22
2006-06-14,8.696,8.981,9.02,8.589,12535.09
2006-06-15,8.981,8.774,9.052,8.706,27338.85
2006-06-16,8.783,8.848,8.945,8.735,26273.83
2006-06-19,8.735,9.66,9.734,8.67,42135.5
2006-06-20,9.641,9.929,10.145,9.317,35091.18
2006-06-21,9.932,9.867,10.077,9.718,13758.68
2006-06-22,9.867,9.573,9.899,9.55,18614.6
2006-06-23,9.544,9.699,9.705,9.414,13483.97
2006-06-26,9.657,9.657,9.893,9.544,15570.74
2006-06-27,9.641,9.337,9.692,9.278,17697.67
2006-06-28,9.311,9.502,9.602,9.081,14243.27
2006-06-29,9.401,9.618,9.667,9.307,10774.24
2006-06-30,9.544,9.366,9.689,9.314,18009.14
2006-07-03,9.317,9.091,9.447,9.075,31319.15
2006-07-04,9.217,9.249,9.398,9.094,20255.18
2006-07-05,9.346,9.608,9.641,9.149,21460.24
2006-07-06,9.802,10.103,10.187,9.802,32037.77
2006-07-07,10.191,9.99,10.32,9.964,15252.85
2006-07-10,10.029,9.864,10.087,9.657,19961.58
2006-07-11,9.851,9.796,9.942,9.628,16613.63
2006-07-12,9.806,9.896,10.029,9.77,24965.73
2006-07-13,9.941,8.912,9.941,8.907,66313.21
2006-07-14,8.78,8.82,9.259,8.634,31276.46
2006-07-17,8.824,8.683,8.854,8.615,25009.92
2006-07-18,8.683,8.815,8.927,8.683,11003.81
2006-07-19,8.785,8.498,8.893,8.42,23396.84
2006-07-20,8.488,8.498,8.649,8.38,19360.72
2006-07-21,8.512,8.517,8.615,8.449,15150.21
2006-07-24,8.429,8.673,8.707,8.298,20068.61
2006-07-25,8.678,8.873,8.976,8.678,22158.49
2006-07-26,8.878,8.78,8.883,8.737,20675.43
2006-07-27,8.795,8.537,8.834,8.537,15792.71
2006-07-28,8.537,8.673,8.756,8.537,17836.49
2006-07-31,8.722,8.707,8.927,8.537,26452.86
2006-08-01,8.683,8.732,8.829,8.585,13533.5
2006-08-02,8.727,8.537,8.727,8.39,12244.67
2006-08-03,8.537,8.488,8.537,8.341,15248.78
2006-08-04,8.395,8.146,8.561,7.98,14799.58
2006-08-07,8.122,7.883,8.122,7.61,19607.89
2006-08-08,7.878,7.966,8.029,7.854,12904.15
2006-08-09,8.034,8.098,8.185,7.902,6338.44
2006-08-10,8.098,8.185,8.244,8.049,10383.38
2006-08-11,8.185,8.341,8.351,8.185,5518.11
2006-08-14,8.337,8.244,8.42,8.102,7947.34
2006-08-15,8.132,8.254,8.327,8.049,3513.53
2006-08-16,8.293,8.288,8.361,8.2,5320.28
2006-08-17,8.322,8.234,8.322,8.185,2781.15
2006-08-18,8.234,8.317,8.585,8.146,15601.72
2006-08-21,7.912,8.293,8.351,7.912,13693.86
2006-08-22,8.293,8.38,8.415,8.244,14884.94
2006-08-23,8.434,8.449,8.478,8.341,7037.78
2006-08-24,8.439,8.454,8.483,8.38,6824.76
2006-08-28,8.424,8.727,8.771,8.424,11879.25
2006-08-29,8.78,8.927,8.98,8.771,21330.74
2006-08-30,8.868,8.902,8.927,8.722,7769.53
2006-08-31,8.785,8.8,8.902,8.78,6703.97
2006-09-01,8.78,8.78,8.829,8.732,6015.76
2006-09-04,8.707,8.932,8.976,8.707,6375.77
2006-09-05,8.927,9.19,9.22,8.878,16762.1
2006-09-06,9.21,9.102,9.259,9.098,6869.22
2006-09-07,9.102,8.888,9.102,8.868,7708.07
2006-09-08,8.82,8.956,9.0,8.732,9057.85
2006-09-11,8.829,8.946,9.0,8.829,4630.19
2006-09-12,8.927,8.78,8.927,8.761,10093.18
2006-09-13,8.756,8.78,8.854,8.732,8096.37
2006-09-14,8.78,8.795,8.829,8.722,4674.46
2006-09-15,8.829,8.927,8.976,8.829,8189.35
2006-09-18,8.927,8.863,8.932,8.756,8537.85
2006-09-19,8.878,8.868,8.985,8.854,12369.88
2006-09-20,8.868,9.141,9.171,8.868,10518.86
2006-09-21,9.02,9.171,9.171,9.0,9797.93
2006-09-22,9.171,9.024,9.171,8.902,16012.98
2006-09-25,8.985,8.863,8.985,8.854,13499.87
2006-09-26,8.863,8.737,8.863,8.683,17999.18
2006-09-27,8.737,8.859,8.873,8.693,13479.95
2006-09-28,8.854,8.927,8.976,8.785,4992.14
2006-09-29,8.922,9.015,9.063,8.893,9275.26
2006-10-09,9.015,9.737,9.917,8.888,46886.75
2006-10-10,9.737,9.81,10.0,9.522,19006.51
2006-10-11,9.78,9.532,9.815,9.488,10748.39
2006-10-12,9.537,9.468,9.615,9.463,14443.18
2006-10-13,9.463,9.488,9.512,9.356,11455.6
2006-10-16,9.468,9.098,9.468,8.976,31370.33
2006-10-17,9.073,9.22,9.273,9.073,11961.44
2006-10-18,9.259,9.337,9.415,9.22,5064.76
2006-10-19,9.341,9.439,9.512,9.341,6933.87
2006-10-20,9.449,9.532,9.561,9.439,8056.45
2006-10-23,9.532,9.171,9.556,9.171,18207.98
2006-10-24,9.171,9.185,9.317,9.098,11059.86
2006-10-25,9.22,9.522,9.561,9.102,30029.58
2006-10-26,9.537,9.376,9.561,9.268,10689.86
2006-10-27,9.366,9.22,9.366,9.024,11787.01
2006-10-30,9.224,9.024,9.234,8.878,9485.19
2006-10-31,9.024,9.024,9.073,8.912,10689.03
2006-11-01,9.029,8.951,9.034,8.854,19889.63
2006-11-02,8.951,8.829,8.976,8.776,11206.21
2006-11-03,8.839,9.024,9.171,8.829,16555.86
2006-11-06,9.01,8.81,9.01,8.771,26510.41
2006-11-07,8.81,8.741,8.868,8.634,30690.08
2006-11-08,8.746,8.927,8.995,8.746,10208.58
2006-11-09,8.922,8.815,8.922,8.722,16294.5
2006-11-10,8.78,8.732,8.815,8.673,14723.65
2006-11-13,8.732,8.327,8.776,8.317,17617.22
2006-11-14,8.332,8.566,8.663,8.332,14683.1
2006-11-15,8.551,8.932,8.951,8.551,26947.16
2006-11-16,8.976,9.312,9.424,8.976,57663.27
2006-11-17,9.463,9.307,9.561,9.268,40958.51
2006-11-20,9.307,9.537,9.6,9.268,28931.12
2006-11-21,9.532,9.468,9.532,9.317,20124.29
2006-11-22,9.454,9.537,9.727,9.273,21930.29
2006-11-23,9.532,9.273,9.532,9.2,28590.76
2006-11-24,9.273,9.463,9.512,9.268,15468.87
2006-11-27,9.493,9.81,9.878,9.493,39900.55
2006-11-28,9.893,9.854,10.005,9.707,28936.02
2006-11-29,9.78,10.732,10.746,9.268,49036.36
2006-11-30,10.937,10.912,11.785,10.712,56587.76
2006-12-01,10.878,11.044,11.41,10.829,38421.91
2006-12-04,11.073,11.171,11.219,10.917,40071.57
2006-12-05,11.171,11.283,11.366,10.732,39649.09
2006-12-06,11.102,10.902,11.171,10.341,41815.32
2006-12-07,10.849,11.073,11.337,10.732,33034.66
2006-12-08,10.756,11.034,11.415,10.756,26886.79
2006-12-11,11.024,11.068,11.151,10.951,31789.49
2006-12-12,11.219,11.561,12.122,11.219,56766.36
2006-12-13,11.463,11.819,11.863,11.176,32012.44
2006-12-14,11.8,11.8,12.049,11.512,20159.17
2006-12-15,11.854,12.683,12.732,11.717,43555.19
2006-12-18,12.683,13.117,13.658,12.449,34535.87
2006-12-19,13.063,12.054,13.063,11.844,109590.25
2006-12-20,12.0,12.195,12.439,11.844,72021.46
2006-12-21,12.244,11.946,12.298,11.937,56644.08
2006-12-22,11.854,11.707,11.971,11.585,53480.68
2006-12-25,11.732,12.244,12.341,11.732,37716.98
2006-12-26,12.244,12.21,12.585,12.0,20936.83
2006-12-27,12.195,12.107,12.244,11.859,20530.98
2006-12-28,12.127,12.049,12.137,11.712,15369.15
2006-12-29,11.951,12.141,12.439,11.951,39110.37
2007-01-04,12.141,11.854,12.195,11.463,31969.72
2007-01-05,11.659,11.927,11.951,11.537,17087.71
2007-01-08,11.951,12.346,12.488,11.6,37606.31
2007-01-09,12.254,12.79,13.107,12.254,28595.67
2007-01-10,12.956,12.966,13.107,12.693,17088.85
2007-01-11,12.976,13.41,13.615,12.976,24523.25
2007-01-12,13.415,13.376,14.088,12.927,32947.67
2007-01-15,13.312,14.629,14.634,13.127,32966.21
2007-01-16,14.78,16.073,16.073,14.556,30524.97
2007-01-17,16.083,16.537,16.829,15.649,38717.58
2007-01-18,16.005,17.439,17.649,15.61,23778.7
2007-01-19,17.556,17.951,18.049,16.976,20732.63
2007-01-22,17.854,17.697,18.288,17.439,19427.85
2007-01-23,17.463,16.829,17.463,16.585,45911.94
2007-01-24,16.595,16.985,17.112,16.146,13876.07
2007-01-25,16.571,16.805,17.117,16.341,11371.77
2007-01-26,16.585,16.488,16.732,15.61,17275.22
2007-01-29,16.463,16.727,17.366,16.195,29464.17
2007-01-30,16.576,15.878,16.683,15.854,23427.29
2007-01-31,15.693,14.878,15.951,14.732,25315.56
2007-02-01,14.537,15.18,15.6,14.195,21599.79
2007-02-02,15.122,14.634,15.366,14.39,7163.01
2007-02-05,14.151,14.098,14.585,13.951,9473.75
2007-02-06,13.966,14.522,14.537,13.332,17681.86
2007-02-07,14.634,15.112,15.356,14.585,13013.49
2007-02-08,15.073,15.156,15.551,15.024,16296.63
2007-02-09,15.122,15.463,15.61,15.029,23555.57
2007-02-12,15.658,15.658,15.707,15.366,8749.0
2007-02-13,15.824,15.512,15.898,15.171,8427.79
2007-02-14,15.512,15.658,15.658,15.39,14404.88
2007-02-15,15.81,15.854,16.093,15.61,9897.04
2007-02-16,15.927,16.049,16.39,15.698,14219.91
2007-02-26,16.049,15.61,16.098,15.341,31679.66
2007-02-27,15.512,14.049,15.512,14.049,73941.58
2007-02-28,13.658,13.702,13.951,13.18,35409.09
2007-03-01,13.693,13.073,13.795,13.029,38306.11
2007-03-02,13.073,13.341,13.658,12.927,39211.88
2007-03-05,13.341,13.073,13.415,12.78,16336.12
2007-03-06,13.219,13.332,13.546,12.937,11328.23
2007-03-07,13.463,14.098,14.146,13.366,31397.66
2007-03-08,14.098,13.868,14.268,13.805,18615.4
2007-03-09,13.971,14.127,14.537,13.966,28376.0
2007-03-12,14.341,14.054,14.341,13.854,32890.02
2007-03-13,14.054,14.093,14.293,13.722,28369.8
2007-03-14,14.039,13.78,14.039,13.415,19247.45
2007-03-15,13.805,13.79,13.902,13.668,9673.38
2007-03-16,13.937,13.927,14.141,13.639,21486.27
2007-03-19,13.463,13.776,13.946,13.366,12378.41
2007-03-20,13.79,13.366,13.951,13.244,32836.96
2007-03-21,13.415,13.268,13.439,13.171,33176.69
2007-03-22,13.385,13.556,13.707,13.385,35399.35
